loan_id,credit_score,dti_ratio,loan_amount,employment_length_yrs,default_event,months_to_event
186,715,0.19229678583898033,21641,8,0,36.0
187,703,0.38587000236279756,21067,9,1,13.992198681265293
188,676,0.3664927236795503,23199,8,1,13.43174125152475
189,637,0.408797877232563,5000,5,1,13.043030999963332
190,604,0.059172683592246554,12204,6,0,32.0
191,657,0.2700722749041854,20494,0,0,27.0
192,722,0.25902813246311057,10077,3,0,36.0
193,690,0.19382671155541475,26903,5,0,34.0
194,617,0.28244593898571546,5174,5,0,36.0
195,688,0.21785582696491998,21563,9,0,28.0
196,699,0.26619922684028446,11428,10,0,36.0
197,635,0.5901875562209925,23405,1,1,12.04160817056237
198,687,0.28171307641284576,17156,8,1,15.065213892883175
199,682,0.28591315981028853,8236,5,0,28.0
200,622,0.33212193350158414,21559,7,1,12.000345658670646
201,697,0.2680644530996318,5000,9,0,34.0
202,708,0.14019673238399213,12216,3,0,23.0
203,734,0.08532882708567277,11353,0,0,28.0
204,732,0.24707089372980917,18457,5,1,14.776119851927382
205,611,0.22308889716267216,5000,4,0,36.0
206,633,0.05363979172183279,16865,8,0,30.0
207,705,0.41293927516227863,17981,7,0,36.0
208,705,0.2607003043365511,8645,4,0,31.0
209,705,0.39394363546644234,12568,2,0,36.0
210,850,0.05,15280,0,0,36.0
211,708,0.3958487055755726,22569,5,0,27.0
212,736,0.20147949200495965,5000,3,0,36.0
213,727,0.3759157881850077,14541,0,0,28.0
214,712,0.27148684738096507,18838,1,0,36.0
215,664,0.29532565519196946,20004,8,1,15.906888527585666
216,717,0.2954517040278295,13251,10,1,14.039964115521894
217,641,0.20748623018884776,19589,7,0,31.0
218,668,0.1853485263130545,14411,2,0,32.0
219,655,0.21388398105059228,24014,3,0,36.0
220,684,0.10280907917006431,8318,8,0,21.0
221,795,0.20192896963065873,9697,4,0,22.0
222,586,0.18032085462563588,18692,9,0,24.0
223,714,0.1004094647330411,20170,6,0,26.0
224,599,0.2958666275719274,19018,10,0,36.0
225,656,0.2507717431932776,11594,2,0,36.0
226,734,0.2746042323317147,11720,8,0,35.0
227,683,0.31974507914617833,14903,7,0,34.0
228,626,0.2262139942778606,6185,2,0,23.0
229,644,0.15612835867098926,8467,6,0,36.0
230,713,0.2803942023307464,26691,7,0,25.0
231,643,0.05,13668,5,0,30.0
232,690,0.2391904908512789,10807,3,0,28.0
233,682,0.32651686233727967,10364,1,0,23.0
234,647,0.35469252624096226,17326,2,0,36.0
235,787,0.19705567771229027,31863,4,0,12.0
236,711,0.05,24202,6,0,26.0
237,578,0.05,5000,2,0,32.0
238,689,0.31380521068863726,25265,6,0,31.0
239,646,0.21460169368934587,8327,5,0,26.0
240,722,0.4517299075303291,9817,4,0,25.0
241,640,0.10888963650845027,11268,3,0,32.0
242,674,0.28423359033252693,5603,4,0,33.0
243,705,0.4162351635262551,25286,0,0,32.0
244,723,0.2706461929777278,10361,1,0,35.0
245,619,0.09080648083088014,5000,8,0,33.0
246,663,0.5272611283105618,8221,2,1,11.180424580655243
247,656,0.4080587457046185,16580,6,0,36.0
248,647,0.22727539841082509,5000,1,0,15.0
249,768,0.3318954077550962,17158,2,0,27.0
250,700,0.33296611600689696,7893,1,0,25.0
251,616,0.31417710848659586,23929,10,0,27.0
252,725,0.11182552252983843,18641,6,0,29.0
253,786,0.28241576211196534,15642,7,0,22.0
254,731,0.39607157015924094,5000,2,0,35.0
255,604,0.30045272157507463,5000,6,1,11.696497539720005
256,655,0.28971510023075614,10372,2,0,31.0
257,743,0.19631756308515655,13169,6,0,28.0
258,644,0.1596021329486602,27230,3,0,33.0
259,702,0.09274826136705087,17370,6,0,35.0
260,718,0.32574645979277006,11934,3,0,36.0
261,633,0.22791156664186904,26800,6,0,23.0
262,677,0.11586203884539319,14278,6,0,25.0
263,517,0.34764086665071287,18475,2,1,8.906799000681879
264,628,0.1913088920466776,27429,4,0,24.0
265,667,0.1642135099758476,20732,4,0,36.0
266,617,0.20037519862897246,18539,1,0,33.0
267,761,0.23069107401602937,19649,2,0,21.0
268,608,0.29580220705148635,14477,0,0,26.0
269,657,0.16246864090106897,15332,6,0,36.0
270,686,0.35103738754932085,5000,8,1,15.784411163667741
271,752,0.2984229588395855,9329,10,0,32.0
272,608,0.19853372540409084,14611,4,0,24.0
273,738,0.23402101894267985,18707,10,1,13.96094097148268
274,680,0.2077369055908099,11527,8,0,24.0
275,630,0.2565864728835696,34114,3,1,14.452636522449149
276,703,0.40198739664378963,21288,3,0,27.0
277,689,0.20670636814575302,16976,4,0,36.0
278,649,0.26894658217928863,5000,6,0,30.0
279,683,0.18014172276853974,14540,7,0,32.0
280,660,0.30319550442029974,19087,6,0,36.0
281,685,0.2776406653517363,14252,7,0,30.0
282,713,0.3829617788676159,13932,1,0,33.0
283,759,0.1670809714336274,13741,3,0,28.0
284,618,0.31905753209497917,9375,3,1,12.123873556910043
285,786,0.37640835523684496,5000,3,1,14.630914211976929
286,582,0.20623822642516662,32475,4,1,17.541404989151584
287,672,0.23730464008650326,6977,10,0,14.0
288,709,0.26907381334145714,11260,0,0,35.0
289,694,0.22634213326555427,17028,3,1,11.762544435426626
290,648,0.26773191960817555,5000,8,0,23.0
291,669,0.31734362294118096,27427,9,0,16.0
292,655,0.23860239345742704,24357,9,0,32.0
293,650,0.23782012031922375,5000,6,0,28.0
294,722,0.27666617921097464,12414,6,1,14.937543757555915
295,697,0.2100831597764032,22650,4,0,31.0
296,645,0.2150286737765706,14818,10,0,36.0
297,724,0.16011397120038695,22997,7,0,26.0
298,695,0.24578585474230316,27218,4,0,23.0
299,720,0.2947749853121456,8365,5,0,23.0
300,711,0.22308626604300022,18738,6,0,28.0
301,638,0.1726488950999242,5369,0,0,32.0
302,651,0.24037833187183358,11283,9,0,36.0
303,717,0.289708784353596,15553,7,0,25.0
304,710,0.2627969290398591,16171,3,0,29.0
305,678,0.4729549972372279,8203,8,1,10.628686267274759
306,685,0.1843584089626392,19770,6,0,32.0
307,743,0.23496831016400585,5000,5,0,22.0
308,650,0.3279297465342529,7950,6,1,11.730733472628575
309,707,0.18053201491229784,23578,1,0,27.0
310,669,0.44282188775333486,8609,6,0,36.0
311,669,0.2504616070260252,17173,10,0,30.0
312,734,0.30611437877711567,28077,1,0,31.0
313,721,0.2519013635735874,14854,2,0,35.0
314,720,0.35186379447688926,25750,10,0,36.0
315,745,0.1437155500651888,5000,0,0,25.0
316,681,0.40718475276978366,10280,2,0,36.0
317,714,0.27317188049735525,16768,3,0,36.0
318,664,0.3158458876880946,6748,3,0,36.0
319,696,0.17616246807701133,11296,1,0,34.0
320,673,0.28372430137475274,16155,2,0,25.0
321,684,0.15320100381881593,16340,4,0,24.0
322,709,0.3675644430642722,12493,6,0,19.0
323,639,0.12101915818751213,5000,8,0,22.0
324,784,0.2654173417818879,9826,4,0,26.0
325,629,0.2111573884845513,5000,2,0,32.0
326,619,0.09373721124780109,14396,10,0,36.0
327,737,0.15646412698536444,14674,4,0,22.0
328,719,0.29495937267844735,13986,5,0,26.0
329,711,0.16034430022557497,7453,6,0,16.0
330,711,0.18308294348558116,5000,2,0,21.0
331,679,0.2873344572840238,26430,1,0,17.0
332,635,0.34148415162344214,15155,3,0,28.0
333,683,0.3160776520997361,12496,3,0,35.0
334,646,0.2453422975926957,14461,5,0,33.0
335,728,0.271763906411901,5000,1,0,29.0
336,672,0.2618745750429169,25306,3,0,36.0
337,638,0.14636440234529047,9281,5,0,26.0
338,663,0.277943909071367,14096,10,0,34.0
339,700,0.145474045201081,18886,7,0,29.0
340,651,0.31142761413413217,20739,7,0,18.0
341,638,0.26351356404467335,14810,0,0,22.0
342,692,0.05,6753,8,0,33.0
343,692,0.34791171774462315,19788,1,0,32.0
344,654,0.19779682561522463,21800,3,0,36.0
345,656,0.18951959996672588,24381,5,0,34.0
346,691,0.34559035422707074,19342,6,0,36.0
347,607,0.23367380184000391,31762,8,1,16.13553348986606
348,609,0.30974121727795517,16190,6,0,36.0
349,644,0.1846644353933031,16597,0,0,36.0
350,669,0.3303669249636638,24835,4,0,36.0
351,695,0.2697200359707116,27887,3,0,12.0
352,753,0.2904916661151096,26108,10,0,30.0
353,722,0.2321476382020981,14358,2,0,36.0
354,672,0.4129769933842892,21107,3,1,13.451524685124044
355,679,0.4370443207327375,23502,10,1,11.550587487029194
356,629,0.05,15492,2,0,33.0
357,679,0.34263557417083657,8213,6,0,24.0
358,665,0.14202593596826046,6975,2,0,32.0
359,696,0.3009676843501093,18014,4,0,25.0
360,638,0.07223239193526156,22012,6,0,35.0
361,705,0.29032382214992747,11334,0,0,18.0
362,756,0.16637624594011813,8877,0,0,35.0
363,674,0.20411789515525464,10875,6,0,34.0
364,700,0.20679058253887353,16199,1,0,19.0
365,714,0.17654492794683888,21234,6,0,25.0
366,659,0.17925914980189175,17982,5,0,31.0
367,691,0.21019858415807174,15052,9,0,24.0
368,680,0.23460688099157714,26119,3,1,13.160106367433423
369,684,0.2823131871411127,36785,6,0,35.0
370,641,0.436070909605308,15094,0,1,14.405648864964753
371,681,0.15531241284274355,27859,10,0,25.0
372,704,0.2626708688471544,9502,4,0,30.0
373,752,0.3272652423526618,24144,0,0,35.0
374,727,0.17911080476417504,8419,5,0,29.0
375,787,0.05,12167,2,0,36.0
376,641,0.059072208502867485,14677,8,0,32.0
377,723,0.05,5000,0,0,36.0
378,689,0.4040116884691601,5000,5,0,33.0
379,789,0.3114155290633431,8194,3,0,36.0
380,639,0.3255975360830629,25590,7,1,13.235506213744866
381,638,0.3481408072296491,13084,2,0,34.0
382,650,0.19245292931308525,22322,8,0,35.0
383,573,0.4803044698086693,5000,8,1,8.27959735421158
384,653,0.28354665930776773,17879,0,0,22.0
385,642,0.24272274831399016,18519,4,0,31.0
386,687,0.36100018145971213,7320,3,0,36.0
387,697,0.3167299873180225,29895,8,1,11.096379219115665
388,773,0.38350459298048406,5000,0,0,25.0
389,727,0.3893833244698833,13057,4,0,29.0
390,651,0.21467534570725447,34641,3,0,31.0
391,635,0.26870248209036596,7388,7,0,33.0
392,704,0.15908046332159098,10029,10,0,29.0
393,613,0.08717178281185453,16244,7,0,33.0
394,771,0.3336797218094641,5000,0,0,33.0
395,738,0.345703586395516,19133,9,0,27.0
396,656,0.05177600600886897,5000,10,0,36.0
397,594,0.17827919369261913,15007,8,0,27.0
398,747,0.25560833975868275,26572,5,0,27.0
399,674,0.26513877418009285,20124,10,1,15.250054014433143
400,741,0.454500091108142,14672,6,0,33.0
401,600,0.18730618824553869,12426,1,0,26.0
402,650,0.2328693524726844,14321,2,0,36.0
403,680,0.3149857374113628,12701,0,1,15.61092491646205
404,682,0.2149796908092126,18183,8,0,33.0
405,657,0.19950238695121356,20158,3,0,28.0
406,711,0.19129400902068203,16148,2,0,29.0
407,626,0.27329802549559085,20607,9,1,12.896168324369373
408,672,0.23243095571109895,19111,6,0,34.0
409,686,0.31824799707485646,5031,8,1,15.083297844865085
410,705,0.28574581402723015,5000,4,0,29.0
411,715,0.05,16379,8,0,34.0
412,623,0.07484734256387313,11397,8,0,20.0
413,603,0.19992372849639095,16622,1,0,27.0
414,743,0.3480002589306179,28374,4,0,32.0
415,696,0.1848321559886518,12855,10,0,29.0
416,642,0.2874591151557219,17485,3,1,14.895630653428555
417,757,0.3098495735728614,8236,6,0,27.0
418,685,0.30402662582784523,18934,3,0,32.0
419,738,0.1952575720072884,8749,6,0,36.0
420,683,0.13519124907059568,23006,0,0,34.0
421,783,0.11877756138984295,15982,7,0,29.0
422,767,0.5470935203727676,13834,8,1,14.726980795167592
423,667,0.2955426297197458,5000,6,0,27.0
424,728,0.43405829103452237,5000,10,0,36.0
425,712,0.1666889738191175,19640,6,0,31.0
426,748,0.37483184433557515,24304,1,0,31.0
427,631,0.2023189313254682,16931,6,0,29.0
428,714,0.2471051557214636,13177,2,0,30.0
429,732,0.2213636213886007,15386,10,0,28.0
430,592,0.1620563949243613,13854,9,0,26.0
431,620,0.16357643172552674,9373,5,0,28.0
432,578,0.24608926973887124,5000,0,0,34.0
433,666,0.19129201969675355,5000,6,1,14.548809259393847
434,715,0.2626720232342225,9502,4,0,27.0
435,755,0.16621706878485437,15739,8,0,33.0
436,683,0.3207460887688496,5000,9,1,14.837110604860372
437,761,0.20400365819679317,14414,4,0,32.0
438,610,0.4136933860878738,8991,1,0,36.0
439,594,0.24493750803188327,5000,7,0,35.0
440,677,0.23978186157700995,9861,2,0,36.0
441,699,0.4103535074608324,16893,8,0,24.0
442,678,0.20047202153346225,9952,7,0,23.0
443,576,0.2093094184164838,26819,7,0,32.0
444,675,0.17990262019018186,19989,10,1,10.774537569631182
445,614,0.27044337099427934,23435,9,1,9.332883664902585
446,713,0.17648196778925876,39851,0,0,27.0
447,698,0.32766650174046696,10422,1,0,28.0
448,633,0.24534214536486,5000,0,0,27.0
449,654,0.3338890475927462,8720,10,0,30.0
450,627,0.32261849601874504,15531,5,0,36.0
451,676,0.19875173484438025,18138,2,0,36.0
452,727,0.17630266500394212,16482,9,0,22.0
453,630,0.21716397739238846,11421,4,0,29.0
454,705,0.2508868172637017,18306,10,0,32.0
455,653,0.2834022010440289,24134,0,0,36.0
456,640,0.2945131333654565,8978,8,0,25.0
457,674,0.2468073113872699,7559,5,1,14.020517812414925
458,628,0.18188205922660802,30713,5,0,32.0
459,652,0.19133759976023743,5995,8,0,34.0
460,620,0.3018353712163431,21775,1,0,34.0
461,778,0.1849816555307123,13426,2,0,24.0
462,681,0.3060234485273779,26887,6,0,34.0
463,645,0.30929605220461354,12684,6,0,26.0
464,690,0.4033916589318578,18180,8,0,21.0
465,674,0.20191462447040792,5000,5,0,36.0
466,668,0.21748459719804322,9575,3,0,28.0
467,710,0.05,16970,7,0,25.0
468,717,0.15569271249572647,9669,7,0,30.0
469,653,0.15438709770833622,5000,0,0,29.0
470,651,0.3005671694434242,31994,5,0,31.0
471,666,0.4307378902646055,14838,3,0,30.0
472,564,0.3080757983975692,24167,10,1,12.453806196491362
473,604,0.34907919301595197,30254,5,1,13.659465243691121
474,748,0.17886697960299172,10818,3,0,36.0
475,762,0.1302025370187946,14317,9,0,36.0
476,667,0.22579785588870635,15615,0,0,26.0
477,708,0.1876245758257519,18770,7,0,29.0
478,695,0.16389094960850767,23936,10,0,27.0
479,833,0.27182606792321573,22808,9,0,27.0
480,735,0.13140796809186922,20756,3,0,27.0
481,673,0.33264806848326617,12429,6,0,27.0
482,632,0.21005588643291245,14935,10,1,11.535369929011312
483,599,0.24547615365446177,5000,1,0,35.0
484,690,0.259978630808853,20700,2,0,34.0
485,642,0.2033285504951884,33489,5,0,35.0
486,608,0.3765548823606829,17097,7,1,14.82479514094307
487,647,0.08942191866921735,26175,4,0,29.0
488,625,0.37833349961088086,21705,10,1,10.789024444489616
489,764,0.21529459889096328,10641,5,0,28.0
490,724,0.34207474469776206,7920,9,0,23.0
491,679,0.27012409412603056,5895,5,0,35.0
492,753,0.3350496753678958,15966,0,0,22.0
493,683,0.2381588077617262,19451,0,0,33.0
494,636,0.27384360245253364,19870,5,0,17.0
495,756,0.35979047571667405,5910,7,0,21.0
496,706,0.2595848884016921,24865,1,0,21.0
497,628,0.38300782083807144,10565,0,0,32.0
498,670,0.2852196736687815,15984,10,0,35.0
499,636,0.17672800306772818,9859,6,0,18.0
500,610,0.21451888891962076,5535,2,1,14.980324865343428
501,726,0.33881075723061893,5000,10,0,27.0
502,775,0.12602194587069787,20687,7,0,25.0
503,610,0.3292880019466919,14914,10,1,17.27162503331668
504,708,0.2134231581833601,6199,6,0,35.0
505,647,0.12102806943572218,10033,5,0,25.0
506,655,0.27072562318019894,26385,2,0,22.0
507,650,0.17998096834835328,22054,3,0,17.0
508,636,0.1928375329930063,19909,4,0,36.0
509,682,0.18742638005857948,31881,0,0,29.0
510,638,0.2614893197367735,27022,8,1,13.093119221417785
511,693,0.21100335244757185,15288,9,0,31.0
512,677,0.28909487112747695,10657,6,0,26.0
513,668,0.35124204522399555,35680,6,0,26.0
514,634,0.30416880031673665,24646,9,0,23.0
515,651,0.43053080564662305,10639,3,1,13.429948367331692
516,717,0.4551348550253969,5000,8,0,24.0
517,705,0.2209743739522162,5000,7,0,30.0
518,631,0.13473791254385645,5000,8,0,26.0
519,684,0.22108677339771965,11150,5,0,31.0
520,717,0.26183540674691974,25712,5,0,30.0
521,596,0.4725771172415349,22917,8,1,16.179809034235497
522,707,0.21251974981411217,17147,6,0,19.0
523,646,0.2777930370466644,19922,4,0,27.0
524,708,0.18188387830334263,8749,3,0,29.0
525,641,0.21533257093599584,5000,2,0,19.0
526,589,0.128561384858104,13150,9,1,12.278661881779897
527,598,0.10372675973669704,22900,8,0,27.0
528,682,0.3860930666143792,15362,8,1,16.738949192545903
529,692,0.35661970143826627,20674,4,0,33.0
530,634,0.21303979679392226,15293,5,0,28.0
531,711,0.3563382556908022,5000,6,0,34.0
532,596,0.11930936955103456,17302,9,0,26.0
533,676,0.23266367894221515,11926,10,0,33.0
534,619,0.2674262512610102,23676,0,0,27.0
535,647,0.37660542341170994,5000,0,1,17.055263668438137
536,682,0.26975407343590296,27258,2,0,29.0
537,636,0.304475089431957,5139,10,1,13.990458364580396
538,660,0.20300392317670937,12735,0,0,34.0
539,730,0.2763958023947601,5000,2,0,30.0
540,651,0.376436007965543,23115,7,0,30.0
541,721,0.08834902142313118,6084,7,0,26.0
542,623,0.3636074630595519,10648,9,1,11.179042078827493
543,706,0.2290028990649809,23311,10,0,30.0
544,752,0.10940467911523781,10929,0,0,23.0
545,556,0.2232868705779283,14379,2,1,10.000719997383978
546,640,0.3790081157043634,19673,1,0,33.0
547,708,0.2017665016531145,17816,10,1,15.756700633395615
548,669,0.2799339715638769,16711,1,0,23.0
549,698,0.08868140180512162,10326,1,0,22.0
550,649,0.06743337332884113,11854,9,0,30.0
551,684,0.14232609803166674,18482,10,0,30.0
552,672,0.35128080096704856,12709,4,0,36.0
553,738,0.2449168682215226,17039,3,0,26.0
554,692,0.3599696211880464,5000,7,1,11.499063418263848
555,696,0.36581136585376606,14781,1,1,9.069845245985626
556,659,0.1741848455251249,19266,5,0,36.0
557,655,0.40670010163427356,20302,9,1,13.829970550348246
558,658,0.1955620410651813,13320,5,1,12.777382645352532
559,699,0.3500362217675484,17553,7,1,12.081301189422668
560,658,0.34594915023854594,10169,8,1,12.439371551072071
561,694,0.25650345154139925,26311,6,0,30.0
562,783,0.2566662709735997,12274,6,0,28.0
563,723,0.28204606939685967,25202,8,0,24.0
564,663,0.26154373644395545,14119,8,0,34.0
565,740,0.21098629715054784,5694,3,0,21.0
566,659,0.20240989535033377,13132,9,0,34.0
567,578,0.21178591922249404,7019,8,0,27.0
